idx,연승,마명,산지,성별,연령,중량,기수명,마체중,단승,연승,grade,length,date,데뷔일자,경주마1등,경주마2등,경주마3등,경주마총전적,경주마3등이내횟수,경주마3등이내확률,기수1등,기수2등,기수3등,기수총전적,기수3등이내횟수,기수3등이내확률,마체중증감,money
7493,0,베스트매드캠,한,암,2세,53,송재철,438,148.1,10.3,국6등급,1000M,20211212,2013-06-01,0,0,0,2,0,0,233,272,270,2998,775,0.2585,0,1811992402
7494,0,베스트매드캠,한,암,2세,53,정정희,442,211.7,16.8,국6등급,1000M,20211031,2014-06-05,0,0,0,1,0,0,84,97,108,1545,289,0.1871,1,1811992402
7495,0,베스트불릿,한,수,5세,54,박병윤,454,31.4,9.4,2등급,1200M,20201128,2008-06-18,5,2,2,26,9,0.3462,154,184,194,2419,532,0.2199,0,480471800
7496,0,베스트빅뱅,한,거,4세,54,김태희,477,5.8,2,국6등급,1400M,20220903,2021-07-14,0,0,2,17,2,0.1176,26,23,29,272,78,0.2868,1,625404445
7497,0,베스트빅뱅,한,거,4세,56,박현우,475,24.2,4.8,국6등급,1300M,20220820,2012-06-07,0,0,2,16,2,0.125,119,118,128,1939,365,0.1882,1,625404445
7498,1,베스트빅뱅,한,거,4세,53,김태희,465,6.1,2.2,국6등급,1400M,20220717,2021-07-14,0,0,1,15,1,0.0667,23,23,23,247,69,0.2794,0,625404445
7499,0,베스트빅뱅,한,거,4세,56,박병윤,470,20,2.5,국6등급,1200M,20220529,2008-06-18,0,0,1,14,1,0.0714,160,196,200,2648,556,0.21,0,625404445
7500,0,베스트빅뱅,한,거,4세,56,박병윤,472,9.1,1.9,국6등급,1700M,20220515,2008-06-18,0,0,1,13,1,0.0769,160,195,200,2641,555,0.2101,0,625404445
7501,0,베스트빅뱅,한,거,4세,56,박병윤,474,9.8,2.7,국6등급,1300M,20220416,2008-06-18,0,0,1,12,1,0.0833,160,194,200,2631,554,0.2106,1,625404445
7502,0,베스트빅뱅,한,거,4세,56.5,함완식,473,9.6,2.5,국6등급,1700M,20220319,1998-06-15,0,0,1,11,1,0.0909,779,796,720,6155,2295,0.3729,1,625404445
7503,0,베스트빅뱅,한,거,4세,56.5,함완식,469,82,13.4,국6등급,1400M,20220219,1998-06-15,0,0,1,10,1,0.1,775,794,716,6129,2285,0.3728,1,625404445
7504,0,베스트빅뱅,한,거,4세,56.5,박병윤,466,137,19.2,국6등급,1300M,20220123,2008-06-18,0,0,1,9,1,0.1111,158,193,199,2585,550,0.2128,0,625404445
7505,0,베스트빅뱅,한,거,3세,56,김귀배,473,106.2,15.5,국6등급,1400M,20211225,1979-04-11,0,0,1,8,1,0.125,323,324,382,4498,1029,0.2288,0,625404445
7506,0,베스트빅뱅,한,거,3세,56,김동수,479,61.6,9.4,국6등급,1300M,20211113,2014-06-05,0,0,1,7,1,0.1429,260,277,303,2874,840,0.2923,1,625404445
7507,0,베스트빅뱅,한,거,3세,56,정정희,477,3.2,9999.9,국6등급,1200M,20210905,2014-06-05,0,0,1,6,1,0.1667,83,95,107,1503,285,0.1896,1,625404445
7508,0,베스트빅뱅,한,거,3세,56,장추열,467,25.9,4.1,국6등급,1200M,20210710,2010-06-09,0,0,1,5,1,0.2,301,316,336,3098,953,0.3076,1,625404445
7509,0,베스트빅뱅,한,거,3세,56,이용호,465,108.4,48.2,국6등급,1200M,20210530,2015-06-17,0,0,1,4,1,0.25,44,56,56,689,156,0.2264,1,625404445
7510,0,베스트빅뱅,한,거,3세,57,박을운,458,191.9,120,국6등급,1200M,20210417,1998-06-15,0,0,1,3,1,0.3333,414,406,348,3486,1168,0.3351,-1,625404445
7511,0,베스트빅뱅,한,수,3세,56.5,임기원,493,92.8,3.2,국6등급,1000M,20210108,2013-06-19,0,0,1,2,1,0.5,327,250,276,2430,853,0.351,1,625404445
7512,0,베스트빅토리,한,수,5세,54,김귀배,439,299.4,107.5,국3등급,1400M,20201129,1979-04-11,4,1,2,28,7,0.25,322,320,374,4411,1016,0.2303,0,528416800
7513,0,베스트슈퍼,한,수,3세,57,임기원,439,264,17.6,국6등급,1000M,20210425,2013-06-19,0,0,0,0,0,0,341,262,281,2504,884,0.353,1,81884095.5
7514,0,베스트스톰,한,수,5세,54,조상범,497,8.5,1.8,국5등급,1400M,20220723,2014-06-05,0,2,1,19,3,0.1579,68,134,130,1689,332,0.1966,1,319355536
7515,0,베스트스톰,한,수,5세,54,조상범,489,10.7,2.5,국5등급,1700M,20220702,2014-06-05,0,2,1,18,3,0.1667,68,131,130,1667,329,0.1974,1,319355536
7516,0,베스트스톰,한,수,5세,52,조상범,488,44,7.5,국5등급,1400M,20220612,2014-06-05,0,2,1,17,3,0.1765,68,130,129,1660,327,0.197,1,319355536
7517,0,베스트스톰,한,수,5세,52,정정희,487,48,14.2,국5등급,1400M,20220507,2014-06-05,0,2,1,16,3,0.1875,96,110,122,1713,328,0.1915,0,319355536
7518,0,베스트스톰,한,수,5세,52,김효정,493,63.3,8.8,국5등급,1400M,20220410,2017-06-02,0,2,1,15,3,0.2,57,67,87,1215,211,0.1737,0,319355536
7519,0,베스트스톰,한,수,5세,56,정정희,502,8.3,3,국5등급,1700M,20220305,2014-06-05,0,2,1,14,3,0.2143,90,101,117,1643,308,0.1875,1,319355536
7520,0,베스트스톰,한,수,4세,53.5,다비드,491,41.5,7.1,국5등급,1300M,20211106,2017-12-01,0,2,1,13,3,0.2308,102,131,122,1450,355,0.2448,0,319355536
7521,0,베스트스톰,한,수,4세,53.5,정정희,491,164,5.4,국5등급,1200M,20211002,2014-06-05,0,2,1,12,3,0.25,83,95,107,1521,285,0.1874,1,319355536
7522,0,베스트스톰,한,수,4세,53,다비드,490,8.8,1.9,국5등급,1700M,20210829,2017-12-01,0,2,1,11,3,0.2727,95,126,114,1381,335,0.2426,0,319355536
7523,1,베스트스톰,한,수,4세,56,다비드,492,6.3,1.5,국6등급,1400M,20210718,2017-12-01,0,1,1,10,2,0.2,93,121,109,1338,323,0.2414,1,319355536
7524,0,베스트스톰,한,수,4세,56,빅투아르,491,4.1,1.7,국6등급,1300M,20210613,2017-07-05,0,1,1,9,2,0.2222,154,159,164,1464,477,0.3258,0,319355536
7525,0,베스트스톰,한,수,4세,56,안토니오,498,5.5,1.6,국6등급,1400M,20210529,2017-05-06,0,1,1,8,2,0.25,233,207,163,1675,603,0.36,1,319355536
7526,1,베스트스톰,한,수,4세,57,안토니오,490,4.1,2.2,국6등급,1300M,20210424,2017-05-06,0,1,0,7,1,0.1429,227,202,159,1641,588,0.3583,1,319355536
7527,0,베스트스톰,한,수,4세,57,안토니오,487,2.2,1.2,국6등급,1400M,20210321,2017-05-06,0,1,0,6,1,0.1667,222,198,152,1604,572,0.3566,0,319355536
7528,1,베스트스톰,한,수,4세,57,김덕현,493,13.6,5.9,국6등급,1400M,20210122,2017-06-02,0,0,0,5,0,0,50,40,31,381,121,0.3176,1,319355536
7529,0,베스트스톰,한,수,3세,56,김덕현,485,6.7,1.8,국6등급,1400M,20201115,2017-06-02,0,0,0,4,0,0,49,38,31,346,118,0.341,-1,319355536
7530,0,베스트실버,한,거,4세,56,황순도,486,34.8,7.2,국6등급,1300M,20210509,1998-06-15,0,0,0,3,0,0,86,134,152,2319,372,0.1604,0,340218831.5
7531,0,베스트실버,한,거,4세,57,황순도,491,141.5,14,국6등급,1300M,20210328,1998-06-15,0,0,0,2,0,0,85,134,152,2312,371,0.1605,1,340218831.5
7532,0,베스트실버,한,거,3세,56,하정훈,461,42.6,16.4,국6등급,1400M,20201115,2015-06-18,0,0,0,1,0,0,58,84,92,1230,234,0.1902,-1,340218831.5
7533,0,베스트야,한,암,3세,51.5,김용근,467,20.4,4.2,국4등급,1400M,20220814,2005-05-04,2,0,3,9,5,0.5556,838,691,596,5351,2125,0.3971,0,364589962.5
7534,0,베스트야,한,암,3세,51,김용근,467,13,2.6,국4등급,1400M,20220702,2005-05-04,2,0,3,8,5,0.625,830,686,588,5304,2104,0.3967,1,364589962.5
7535,1,베스트야,한,암,3세,55,김용근,456,4.8,1.9,국5등급,1400M,20220501,2005-05-04,1,0,3,7,4,0.5714,819,680,585,5254,2084,0.3967,0,364589962.5
7536,0,베스트야,한,암,3세,54,김용근,463,23,7.5,국5등급,1300M,20220326,2005-05-04,1,0,3,6,4,0.6667,813,676,582,5225,2071,0.3964,0,364589962.5
7537,1,베스트야,한,암,3세,51,김용근,467,20,3,국5등급,1200M,20220227,2005-05-04,0,0,3,5,3,0.6,809,671,580,5180,2060,0.3977,0,364589962.5
7538,0,베스트야,한,암,3세,52,송재철,471,26.1,4.8,국5등급,1200M,20220123,2013-06-01,0,0,3,4,3,0.75,237,278,276,3051,791,0.2593,1,364589962.5
7539,1,베스트야,한,암,2세,53,이혁,459,1.6,1.3,국6등급,1200M,20211218,2011-08-24,0,0,2,3,2,0.6667,365,324,334,4088,1023,0.2502,0,364589962.5
7540,1,베스트야,한,암,2세,53,김귀배,465,45.6,4,국6등급,1200M,20211128,1979-04-11,0,0,1,2,1,0.5,322,324,381,4487,1027,0.2289,0,364589962.5
7541,1,베스트야,한,암,2세,53,김귀배,471,326.3,34.7,국6등급,1000M,20211030,1979-04-11,0,0,0,1,0,0,322,324,379,4475,1025,0.2291,1,364589962.5
7542,0,베스트에버,한,수,6세,52,박태종,479,9999.9,9999.9,2등급,1400M,20210108,1987-04-01,4,3,1,15,8,0.5333,2139,1983,1669,14686,5791,0.3943,-1,348636395
7543,0,베스트에버,한,수,5세,54,최범현,494,22.5,3.9,2등급,1800M,20201115,2001-07-06,4,3,1,14,8,0.5714,808,753,689,6492,2250,0.3466,1,348636395
7544,0,베스트전사,한,수,3세,53.5,박을운,496,39.2,10.8,국5등급,1300M,20220821,1998-06-15,0,2,1,7,3,0.4286,454,440,387,3915,1281,0.3272,0,400498503.5
7545,0,베스트전사,한,수,3세,54,최범현,502,10.9,3.2,국5등급,1300M,20220626,2001-07-06,0,2,1,6,3,0.5,865,817,733,6931,2415,0.3484,1,400498503.5
7546,1,베스트전사,한,수,3세,56,임기원,491,2.2,1.1,국6등급,1200M,20220430,2013-06-19,0,1,1,5,2,0.4,375,287,302,2699,964,0.3572,0,400498503.5
7547,1,베스트전사,한,수,3세,56,임기원,498,6.6,1.9,국6등급,1300M,20220326,2013-06-19,0,0,1,4,1,0.25,373,282,299,2678,954,0.3562,0,400498503.5
7548,1,베스트전사,한,수,3세,56,빅투아르,499,20.1,4.2,국6등급,1200M,20220226,2017-07-05,0,0,0,3,0,0,169,178,184,1663,531,0.3193,0,400498503.5
7549,0,베스트전사,한,수,3세,56,정정희,503,97.9,9.4,국6등급,1000M,20220129,2014-06-05,0,0,0,2,0,0,87,99,112,1597,298,0.1866,1,400498503.5
7550,0,베스트전사,한,수,2세,55,정정희,498,39.3,9.6,국6등급,1000M,20211211,2014-06-05,0,0,0,1,0,0,84,98,109,1557,291,0.1869,1,400498503.5
7551,0,베스트천상,한,암,4세,54.5,송재철,458,6.9,1.8,국4등급,1200M,20220612,2013-06-01,2,1,6,14,9,0.6429,257,297,293,3236,847,0.2617,1,700087071
7552,1,베스트천상,한,암,4세,51,김용근,456,7.5,2.1,혼4등급,1200M,20220508,2005-05-04,1,1,6,13,8,0.6154,823,680,586,5265,2089,0.3968,1,700087071
7553,0,베스트천상,한,암,4세,51,김아현,449,4.3,1.7,혼4등급,1200M,20220320,2020-07-17,1,1,6,12,8,0.6667,14,30,30,458,74,0.1616,0,700087071
7554,1,베스트천상,한,암,4세,55,박현우,454,4.7,1.7,혼4등급,1200M,20220212,2012-06-07,1,1,5,11,7,0.6364,115,113,120,1842,348,0.1889,1,700087071
7555,1,베스트천상,한,암,3세,55,조인권,452,14.2,2.7,국5등급,1200M,20211218,2008-06-18,1,1,4,10,6,0.6,642,525,483,4532,1650,0.3641,0,700087071
7556,1,베스트천상,한,암,3세,54,박현우,455,6.2,1.6,국5등급,1200M,20211121,2012-06-07,1,1,3,9,5,0.5556,114,112,117,1807,343,0.1898,0,700087071
7557,1,베스트천상,한,암,3세,55,박현우,459,8.4,2,국5등급,1200M,20211016,2012-06-07,1,1,2,8,4,0.5,111,109,113,1774,333,0.1877,1,700087071
7558,1,베스트천상,한,암,3세,52.5,박현우,456,9999.9,9999.9,국5등급,1200M,20210904,2012-06-07,1,0,2,7,3,0.4286,111,107,109,1746,327,0.1873,0,700087071
7559,0,베스트천상,한,암,3세,53.5,송재철,462,9999.9,9999.9,국5등급,1300M,20210815,2013-06-01,1,0,2,6,3,0.5,215,254,258,2812,727,0.2585,1,700087071
7560,0,베스트천상,한,암,3세,53.5,송재철,454,11.6,2.9,국5등급,1200M,20210711,2013-06-01,1,0,2,5,3,0.6,210,249,251,2768,710,0.2565,0,700087071
7561,1,베스트천상,한,암,3세,54,송재철,457,1.9,1,국6등급,1000M,20210606,2013-06-01,0,0,2,4,2,0.5,207,245,245,2728,697,0.2555,1,700087071
7562,1,베스트천상,한,암,3세,54,송재철,453,6.3,1.2,국6등급,1200M,20210501,2013-06-01,0,0,1,3,1,0.3333,201,239,243,2681,683,0.2548,0,700087071
7563,0,베스트천상,한,암,3세,54.5,송재철,455,6.7,1.5,국6등급,1200M,20210328,2013-06-01,0,0,1,2,1,0.5,195,233,239,2644,667,0.2523,1,700087071
7564,1,베스트천상,한,암,3세,54.5,김귀배,449,4.3,1.4,국6등급,1200M,20210205,1979-04-11,0,0,0,1,0,0,322,320,376,4421,1018,0.2303,0,700087071
7565,0,베스트천상,한,암,2세,53,박병윤,452,9999.9,9999.9,국6등급,1200M,20201219,2008-06-18,0,0,0,0,0,0,154,184,195,2434,533,0.219,0,700087071
7566,0,베스트클론,한,수,2세,55,송재철,455,23,3.5,국6등급,1000M,20220903,2013-06-01,0,0,0,1,0,0,270,307,311,3342,888,0.2657,0,1148220607
7567,0,베스트클론,한,수,2세,55,송재철,455,52.7,8.3,국6등급,1000M,20220730,2013-06-01,0,0,0,0,0,0,264,302,307,3299,873,0.2646,0,1148220607
7568,1,베스트타임,한,암,4세,52,오수철,480,14.3,3.1,혼4등급,1200M,20220918,2022-07-01,2,6,2,21,10,0.4762,12,7,11,92,30,0.3261,0,219435431.5
7569,1,베스트타임,한,암,4세,52.5,송재철,481,9.1,2.2,혼4등급,1200M,20220820,2013-06-01,1,6,2,20,9,0.45,266,305,311,3324,882,0.2653,1,219435431.5
7570,0,베스트타임,한,암,4세,52.5,송재철,478,19.2,3.4,국4등급,1300M,20220730,2013-06-01,1,6,2,19,9,0.4737,264,302,307,3305,873,0.2641,1,219435431.5
7571,0,베스트타임,한,암,4세,53.5,송재철,473,7,1.8,혼4등급,1200M,20220605,2013-06-01,1,6,2,18,9,0.5,255,296,293,3226,844,0.2616,1,219435431.5
7572,1,베스트타임,한,암,4세,53,송재철,467,13.9,2.7,혼4등급,1200M,20220508,2013-06-01,1,6,1,17,8,0.4706,252,293,287,3191,832,0.2607,1,219435431.5
7573,0,베스트타임,한,암,4세,55,송재철,462,10.5,2.9,국4등급,1400M,20220403,2013-06-01,1,6,1,16,8,0.5,248,287,283,3143,818,0.2603,0,219435431.5
7574,0,베스트타임,한,암,4세,54,송재철,462,4.7,1.6,혼4등급,1200M,20220305,2013-06-01,1,6,1,15,8,0.5333,241,280,279,3089,800,0.259,0,219435431.5
7575,0,베스트타임,한,암,4세,53,송재철,463,9.7,2.1,국4등급,1200M,20220130,2013-06-01,1,6,1,14,8,0.5714,239,279,277,3067,795,0.2592,0,219435431.5
7576,0,베스트타임,한,암,3세,55.5,송재철,470,4.4,1.5,혼4등급,1200M,20211218,2013-06-01,1,6,1,13,8,0.6154,233,273,270,3008,776,0.258,1,219435431.5
7577,1,베스트타임,한,암,3세,54,송재철,457,13.4,2.4,국4등급,1200M,20211107,2013-06-01,1,5,1,12,7,0.5833,225,266,266,2943,757,0.2572,0,219435431.5
7578,0,베스트타임,한,암,3세,52,송재철,466,11.2,4.3,국4등급,1400M,20210918,2013-06-01,1,5,1,11,7,0.6364,220,258,261,2856,739,0.2588,0,219435431.5
7579,1,베스트타임,한,암,3세,52,송재철,467,2.1,1.2,국4등급,1300M,20210807,2013-06-01,1,4,1,10,6,0.6,212,251,255,2795,718,0.2569,0,219435431.5
7580,1,베스트타임,한,암,3세,52,송재철,469,5.6,1.8,국4등급,1400M,20210620,2013-06-01,1,4,0,9,5,0.5556,208,248,248,2746,704,0.2564,1,219435431.5
7581,1,베스트타임,한,암,3세,55,송재철,466,3,1.3,국5등급,1400M,20210515,2013-06-01,1,3,0,8,4,0.5,203,240,245,2701,688,0.2547,1,219435431.5
7582,1,베스트타임,한,암,3세,54,송재철,463,5.2,2,국5등급,1400M,20210411,2013-06-01,1,2,0,7,3,0.4286,199,234,243,2664,676,0.2538,1,219435431.5
7583,1,베스트타임,한,암,3세,53,우에다,462,14.4,3.4,국5등급,1400M,20210307,2020-04-01,1,1,0,6,2,0.3333,3,4,5,118,12,0.1017,0,219435431.5
7584,0,베스트타임,한,암,3세,52,임기원,469,9999.9,9999.9,국5등급,1200M,20210115,2013-06-19,1,1,0,5,2,0.4,328,251,277,2440,856,0.3508,1,219435431.5
7585,1,베스트타임,한,암,2세,53,송재철,464,19.7,2.2,국5등급,1200M,20201128,2013-06-01,1,0,0,4,1,0.25,185,222,226,2550,633,0.2482,0,219435431.5
7586,0,베스트타임,한,암,2세,53,하정훈,471,20.8,9.9,국5등급,1200M,20201016,2015-06-18,1,0,0,3,1,0.3333,57,84,92,1196,233,0.1948,0,219435431.5
7587,1,베스트탑,한,수,5세,57,신형철,482,7,2.2,국3등급,1400M,20220821,1988-04-01,3,4,4,23,11,0.4783,763,801,751,7307,2315,0.3168,0,141099325
7588,1,베스트탑,한,수,5세,55,김옥성,483,3.9,2,국3등급,1400M,20220710,1987-04-01,3,3,4,22,10,0.4545,547,656,757,8547,1960,0.2293,0,141099325
7589,1,베스트탑,한,수,5세,54.5,신형철,493,4.7,1.5,국3등급,1400M,20220521,1988-04-01,3,3,3,21,9,0.4286,760,800,748,7283,2308,0.3169,0,141099325
7590,1,베스트탑,한,수,5세,57,신형철,494,8,2.4,국4등급,1400M,20220410,1988-04-01,2,3,3,20,8,0.4,757,798,747,7263,2302,0.3169,1,141099325
7591,1,베스트탑,한,수,5세,54,송재철,492,8,3.3,국4등급,1400M,20220306,2013-06-01,2,2,3,19,7,0.3684,242,281,279,3094,802,0.2592,0,141099325
7592,0,베스트탑,한,수,5세,54.5,송재철,498,26.1,4.6,국4등급,1400M,20220123,2013-06-01,2,2,3,18,7,0.3889,237,278,276,3052,791,0.2592,0,141099325
7593,1,베스트탑,한,수,4세,56.5,송재철,502,8.9,2.5,국5등급,1400M,20211219,2013-06-01,1,2,3,17,6,0.3529,233,273,270,3010,776,0.2578,0,141099325
7594,0,베스트탑,한,수,4세,56.5,송재철,505,8,2.6,국5등급,1400M,20211127,2013-06-01,1,2,3,16,6,0.375,227,271,269,2963,767,0.2589,1,141099325
7595,1,베스트탑,한,수,4세,55.5,송재철,494,7.6,2.2,국5등급,1400M,20211030,2013-06-01,1,1,3,15,5,0.3333,224,263,265,2921,752,0.2574,0,141099325
7596,0,베스트탑,한,수,4세,55.5,송재철,501,15.2,5.2,국5등급,1400M,20211002,2013-06-01,1,1,3,14,5,0.3571,220,260,261,2861,741,0.259,1,141099325
7597,0,베스트탑,한,수,4세,55.5,송재철,485,4,9999.9,국5등급,1400M,20210822,2013-06-01,1,1,3,13,5,0.3846,217,255,259,2822,731,0.259,1,141099325
7598,0,베스트탑,한,수,4세,55.5,송재철,481,19.5,2.4,국5등급,1400M,20210724,2013-06-01,1,1,3,12,5,0.4167,211,249,254,2782,714,0.2566,1,141099325
7599,1,베스트탑,한,수,4세,55,송재철,480,28.3,5.3,국5등급,1400M,20210612,2013-06-01,1,0,3,11,4,0.3636,208,245,246,2733,699,0.2558,0,141099325
7600,0,베스트탑,한,수,4세,55,송재철,480,7.4,1.8,국5등급,1700M,20210509,2013-06-01,1,0,3,10,4,0.4,203,239,244,2693,686,0.2547,-1,141099325
7601,1,베스트탑,한,수,4세,57,송재철,491,4.1,1.7,국6등급,1400M,20210403,2013-06-01,0,0,3,9,3,0.3333,195,234,240,2648,669,0.2526,0,141099325
7602,1,베스트탑,한,수,4세,57,송재철,494,7,2.4,국6등급,1400M,20210228,2013-06-01,0,0,2,8,2,0.25,194,230,234,2617,658,0.2514,1,141099325
7603,1,베스트탑,한,수,4세,57,다비드,478,9999.9,2.4,국6등급,1400M,20210108,2017-12-01,0,0,1,7,1,0.1429,88,106,100,1171,294,0.2511,1,141099325
7604,1,베스트토치,한,암,3세,55,송재철,501,2.4,1.2,국5등급,1200M,20220313,2013-06-01,1,1,0,3,2,0.6667,243,282,280,3104,805,0.2593,0,447498503.5
7605,1,베스트토치,한,암,3세,53,김용근,506,11.7,2,국5등급,1200M,20220213,2005-05-04,1,0,0,2,1,0.5,803,668,580,5152,2051,0.3981,1,447498503.5
7606,1,베스트토치,한,암,3세,54,송재철,497,3.2,1.4,국6등급,1000M,20220108,2013-06-01,0,0,0,1,0,0,235,275,271,3022,781,0.2584,-1,447498503.5
7607,0,베스트투어,한,수,4세,54,송재철,476,211.6,8.4,국5등급,1400M,20210522,2013-06-01,1,0,0,6,1,0.1667,206,244,245,2711,695,0.2564,0,57775055
7608,0,베스트투어,한,수,4세,54,송재철,485,486,11.7,국5등급,1300M,20210418,2013-06-01,1,0,0,5,1,0.2,200,236,243,2670,679,0.2543,1,57775055
7609,0,베스트투어,한,수,4세,54,송재철,475,9999.9,3.7,국5등급,1400M,20210122,2013-06-01,1,0,0,4,1,0.25,190,225,230,2585,645,0.2495,1,57775055
7610,0,베스트투어,한,수,3세,56,윤태혁,462,20.3,8.4,국5등급,1400M,20201129,1999-09-01,1,0,0,3,1,0.3333,126,156,147,1775,429,0.2417,1,57775055
7611,0,베스트파티,한,암,4세,55,조한별,444,285.9,13.9,국6등급,1200M,20210307,2013-06-01,0,0,0,6,0,0,48,94,99,1402,241,0.1719,1,203861397.5
7612,0,베스트파티,한,암,3세,54,이강서,441,56.6,17.6,국6등급,1200M,20201205,2010-06-09,0,0,0,5,0,0,55,59,94,1195,208,0.1741,1,203861397.5
7613,1,베스트팔콘,한,암,3세,54,장추열,448,1.8,1.2,국6등급,1200M,20220917,2010-06-09,0,2,1,6,3,0.5,359,379,389,3593,1127,0.3137,1,688543783
7614,1,베스트팔콘,한,암,3세,54,조한별,446,3.2,1.4,국6등급,1200M,20220813,2013-06-01,0,1,1,5,2,0.4,72,116,125,1829,313,0.1711,0,688543783
7615,1,베스트팔콘,한,암,3세,54,조한별,447,11.4,2.4,국6등급,1200M,20220724,2013-06-01,0,1,0,4,1,0.25,71,116,122,1811,309,0.1706,0,688543783
7616,0,베스트팔콘,한,암,3세,54,유승완,448,14.2,2.2,국6등급,1200M,20220709,2007-06-01,0,1,0,3,1,0.3333,427,386,453,4878,1266,0.2595,1,688543783
7617,0,베스트팔콘,한,암,3세,54,지하주,444,90.6,14.4,국6등급,1200M,20220611,1995-07-01,0,1,0,2,1,0.5,264,278,306,3488,848,0.2431,0,688543783
7618,0,베스트팔콘,한,암,3세,54,지하주,449,126.5,22.5,국6등급,1200M,20220123,1995-07-01,0,1,0,1,1,1,263,278,305,3479,846,0.2432,0,688543783
7619,0,베스트포스,한,거,4세,56,부민호,445,16.5,5,국6등급,1700M,20211030,2007-06-01,0,0,1,7,1,0.1429,123,116,141,1811,380,0.2098,1,639477150.5
7620,0,베스트포스,한,거,4세,56,부민호,442,7.8,2.5,국6등급,1400M,20210822,2007-06-01,0,0,1,6,1,0.1667,123,116,141,1803,380,0.2108,0,639477150.5
7621,0,베스트포스,한,거,4세,56,부민호,443,7.5,1.9,국6등급,1300M,20210711,2007-06-01,0,0,1,5,1,0.2,123,116,141,1800,380,0.2111,0,639477150.5
7622,0,베스트포스,한,거,4세,56,박을운,444,10.3,2,국6등급,1200M,20210605,1998-06-15,0,0,1,4,1,0.25,419,407,352,3538,1178,0.333,0,639477150.5
7623,1,베스트포스,한,거,4세,56,부민호,444,17.7,2.3,국6등급,1200M,20210502,2007-06-01,0,0,0,3,0,0,123,116,139,1788,378,0.2114,0,639477150.5
7624,0,베스트포스,한,거,4세,57,부민호,445,52.7,12,국6등급,1200M,20210328,2007-06-01,0,0,0,2,0,0,123,116,137,1774,376,0.212,1,639477150.5
7625,0,베스트포스,한,거,3세,56,이동국,442,13.6,4,국6등급,1200M,20201016,0,0,0,0,1,0,0,221,251,294,3350,766,0.2287,0,639477150.5
7626,0,베스트플랜,한,암,3세,54,조한별,453,77.2,11.8,국6등급,1200M,20220918,2013-06-01,0,0,1,11,1,0.0909,73,120,126,1860,319,0.1715,1,111007602.5
