idx,순위,마번,마명,산지,성별,연령,중량,기수명,마체중,단승,연승,grade,length,date,데뷔일자,father,mother,경주마1등,경주마2등,경주마3등,경주마총전적,경주마3등이내횟수,경주마3등이내확률,기수1등,기수2등,기수3등,기수총전적,기수3등이내횟수,기수3등이내확률
447,1,11,골드스파이크,한,암,3세,54,송재철,480,23.6,5.9,국6등급,1300M,20210821,2013-06-01,296277765,363840000,0,0,0,7,0,0,216,255,258,2819,729,0.2586
448,11,1,골드스파이크,한,암,3세,54,우에다,484(6),9.7,3,국6등급,1300M,20210710,2020-04-01,296277765,363840000,0,0,0,6,0,0,12,11,17,247,40,0.1619
449,5,4,골드스파이크,한,암,3세,54,우에다,478(0),2.8,1.6,국6등급,1200M,20210605,2020-04-01,296277765,363840000,0,0,0,5,0,0,10,9,13,209,32,0.1531
450,6,14,골드스파이크,한,암,3세,55,유승완,478,24.3,2.8,국6등급,1400M,20210424,2007-06-01,296277765,363840000,0,0,0,4,0,0,381,336,402,4412,1119,0.2536
451,4,9,골드스파이크,한,암,3세,54.5,송재철,484,5.6,1.9,국6등급,1400M,20210314,2013-06-01,296277765,363840000,0,0,0,3,0,0,195,231,236,2628,662,0.2519
452,6,6,골드스파이크,한,암,2세,53,김용근,487,38,1.1,국6등급,1200M,20201205,2005-05-04,296277765,363840000,0,0,0,2,0,0,757,624,538,4766,1919,0.4026
453,4,2,골드스파이크,한,암,2세,53,김용근,488,11.2,3.7,국6등급,1200M,20201023,2005-05-04,296277765,363840000,0,0,0,1,0,0,745,619,534,4710,1898,0.403
454,11,8,골드윙,한,수,3세,53.5,송재철,453(2),10.3,2.8,국5등급,1400M,20220612,2013-06-01,395527187,46200000,1,0,0,8,1,0.125,257,297,293,3234,847,0.2619
455,6,2,골드윙,한,수,3세,54,함완식,451,8.4,2.4,국5등급,1300M,20220430,1998-06-15,395527187,46200000,1,0,0,7,1,0.1429,786,800,722,6178,2308,0.3736
456,4,5,골드윙,한,수,3세,54,함완식,455,52.6,7,국5등급,1400M,20220403,1998-06-15,395527187,46200000,1,0,0,6,1,0.1667,782,797,722,6166,2301,0.3732
457,13,6,골드윙,한,수,3세,53.5,송재철,460(2),124.1,12.5,국5등급,1400M,20220305,2013-06-01,395527187,46200000,1,0,0,5,1,0.2,241,280,279,3085,800,0.2593
458,1,1,골드윙,한,수,3세,52,김태희,458(2),93.1,12.6,국6등급,1200M,20220115,2021-07-14,395527187,46200000,0,0,0,4,0,0,7,12,13,142,32,0.2254
459,14,8,골드윙,한,수,2세,55,조상범,456(5),462.4,51.5,국6등급,1200M,20211128,2014-06-05,395527187,46200000,0,0,0,3,0,0,62,115,118,1459,295,0.2022
460,8,8,골드윙,한,수,2세,55,유현명,451(8),117.8,19.8,국6등급,1000M,20211024,2002-09-13,395527187,46200000,0,0,0,2,0,0,1189,932,743,7040,2864,0.4068
461,9,11,골드윙,한,수,2세,55,김정준,443,533.9,61.4,국6등급,1000M,20210912,2010-06-09,395527187,46200000,0,0,0,1,0,0,158,208,208,2684,574,0.2139
462,4,5,골드카이저,한,암,4세,54,장추열,447,2.5,1.3,국6등급,1200M,20220918,2010-06-09,1283774142,38800000,0,0,2,5,2,0.4,360,380,389,3601,1129,0.3135
463,13,5,골드카이저,한,암,4세,54.5,먼로,450,4.6,1.5,국6등급,1200M,20220116,2019-02-01,1283774142,38800000,0,0,2,4,2,0.5,113,130,108,982,351,0.3574
464,3,5,골드카이저,한,암,3세,54,문세영,457(2),2.1,1.4,국6등급,1200M,20211211,2001-07-06,1283774142,38800000,0,0,1,3,1,0.3333,1736,1294,985,8262,4015,0.486
465,11,14,골드카이저,한,암,3세,54,문정균,455,2,1.3,국6등급,1200M,20211107,1998-06-15,1283774142,38800000,0,0,1,2,1,0.5,444,535,542,6426,1521,0.2367
466,3,4,골드카이저,한,암,3세,54,문정균,457,4.2,2.2,국6등급,1200M,20211009,1998-06-15,1283774142,38800000,0,0,0,1,0,0,444,534,540,6404,1518,0.237
467,10,5,골드케이,한,거,4세,53,이혁,458(5),9.4,2.6,국4등급,1200M,20220924,2011-08-24,678570454,24249000,2,1,3,16,6,0.375,407,370,366,4428,1143,0.2581
468,8,6,골드케이,한,거,4세,53,이동하,453,32.7,5.4,국4등급,1300M,20220730,2016-06-18,678570454,24249000,2,1,3,15,6,0.4,119,146,157,1555,422,0.2714
469,1,7,골드케이,한,거,4세,55.5,이혁,459(5),6.9,2,국5등급,1400M,20220625,2011-08-24,678570454,24249000,1,1,3,14,5,0.3571,394,353,353,4314,1100,0.255
470,10,7,골드케이,한,거,4세,56,문세영,454(-13),6.4,2.1,국5등급,1200M,20220522,2001-07-06,678570454,24249000,1,1,3,13,5,0.3846,1775,1314,1002,8384,4091,0.488
471,9,9,골드케이,한,거,4세,56.5,다비드,467(3),7.9,2.2,국5등급,1400M,20220212,2017-12-01,678570454,24249000,1,1,3,12,5,0.4167,115,138,131,1527,384,0.2515
472,6,5,골드케이,한,거,4세,56.5,안토니오,464(4),2.7,1.5,국5등급,1300M,20220116,2017-05-06,678570454,24249000,1,1,3,11,5,0.4545,257,246,190,1879,693,0.3688
473,2,9,골드케이,한,거,3세,55.5,다비드,460,20.7,6.5,국5등급,1400M,20211205,2017-12-01,678570454,24249000,1,0,3,10,4,0.4,115,133,127,1501,375,0.2498
474,7,9,골드케이,한,거,3세,55.5,안토니오,464,20.5,6,국5등급,1300M,20210918,2017-05-06,678570454,24249000,1,0,3,9,4,0.4444,242,222,178,1773,642,0.3621
475,12,1,골드케이,한,거,3세,55.5,장추열,466,12.8,1.4,국5등급,1300M,20210905,2010-06-09,678570454,24249000,1,0,3,8,4,0.5,310,320,345,3156,975,0.3089
476,3,2,골드케이,한,거,3세,56,장추열,467(12),2.8,1.5,국5등급,1300M,20210808,2010-06-09,678570454,24249000,1,0,2,7,3,0.4286,307,317,339,3127,963,0.308
477,3,12,골드케이,한,거,3세,55,장추열,455,6.5,2.9,국5등급,1300M,20210710,2010-06-09,678570454,24249000,1,0,1,6,2,0.3333,301,316,336,3099,953,0.3075
478,1,10,골드케이,한,거,3세,56,장추열,465(2),1.6,1,국6등급,1200M,20210530,2010-06-09,678570454,24249000,0,0,1,5,1,0.2,293,312,331,3055,936,0.3064
479,4,5,골드케이,한,거,3세,57,장추열,463(0),15.3,2.5,국6등급,1300M,20210424,2010-06-09,678570454,24249000,0,0,1,4,1,0.25,290,308,327,3019,925,0.3064
480,3,3,골드케이,한,거,3세,57,장추열,463(1),113.6,25,국6등급,1200M,20210410,2010-06-09,678570454,24249000,0,0,0,3,0,0,288,308,325,3003,921,0.3067
481,7,2,골드케이,한,거,3세,56.5,안토니오,462,960.5,37.2,국6등급,1200M,20210228,2017-05-06,678570454,24249000,0,0,0,2,0,0,218,195,152,1584,565,0.3567
482,12,13,골드케이,한,거,2세,55,이동진,469(1),94.9,21.4,국6등급,1200M,20201206,2017-06-02,678570454,24249000,0,0,0,1,0,0,48,53,51,732,152,0.2077
483,2,10,골드파워,한,암,3세,54,김효정,451(7),3.4,1.6,국6등급,1200M,20220827,2017-06-02,2106636213,251002000,0,1,0,3,1,0.3333,62,75,96,1327,233,0.1756
484,2,7,골드파워,한,암,3세,54,김효정,444(-12),3.5,1.5,국6등급,1200M,20220731,2017-06-02,2106636213,251002000,0,0,0,2,0,0,61,72,96,1307,229,0.1752
485,5,4,골드파워,한,암,3세,54,김효정,456(1),22.5,2.8,국6등급,1200M,20220625,2017-06-02,2106636213,251002000,0,0,0,1,0,0,60,70,91,1268,221,0.1743
486,10,2,골드파크,한,암,4세,52.5,하정훈,502,91.3,8.4,국5등급,1300M,20201107,2015-06-18,2390066883,54050171,1,0,0,10,1,0.1,58,84,92,1215,234,0.1926
487,11,3,골드필드,한,암,6세,51,김아현,454,81.8,25.1,국5등급,1400M,20220123,2020-07-17,395527187,4069469,1,0,3,28,4,0.1429,11,26,28,403,65,0.1613
488,14,14,골드필드,한,암,6세,*52,하정훈,456(2),91.5,11.7,국5등급,1200M,20220109,2015-06-18,395527187,4069469,1,0,3,27,4,0.1481,63,92,102,1458,257,0.1763
489,10,12,골드필드,한,암,5세,*52,이철경,454,78.4,16.5,국5등급,1200M,20211204,2016-06-18,395527187,4069469,1,0,3,26,4,0.1538,85,95,87,1072,267,0.2491
490,5,10,골드필드,한,암,5세,52,이성재,461,204.4,19.4,국5등급,1200M,20211106,2008-05-14,395527187,4069469,1,0,3,25,4,0.16,326,326,394,4173,1046,0.2507
491,8,4,골드필드,한,암,5세,53,이기회,463,9999.9,9999.9,국5등급,1400M,20210904,2004-06-02,395527187,4069469,1,0,3,24,4,0.1667,118,157,194,3352,469,0.1399
492,8,4,골드필드,한,암,5세,52.5,이혁,466(9),9999.9,9999.9,국5등급,1300M,20210815,2011-08-24,395527187,4069469,1,0,3,23,4,0.1739,357,318,328,4031,1003,0.2488
493,10,10,골드필드,한,암,5세,52,이동국,457,246.7,16.9,국5등급,1200M,20210620,0,395527187,4069469,1,0,3,22,4,0.1818,221,254,294,3424,769,0.2246
494,13,9,골드필드,한,암,5세,53.5,문성혁,462(11),84.3,53.3,국5등급,1400M,20210516,2018-06-15,395527187,4069469,1,0,3,21,4,0.1905,47,45,49,593,141,0.2378
495,7,13,골드필드,한,암,5세,52,문성혁,451(4),51.7,17.5,국5등급,1400M,20210328,2018-06-15,395527187,4069469,1,0,3,20,4,0.2,41,42,47,549,130,0.2368
496,5,13,골드필드,한,암,5세,54,김동수,447,9999.9,9999.9,국5등급,1400M,20210205,2014-06-05,395527187,4069469,1,0,3,19,4,0.2105,245,263,284,2657,792,0.2981
497,3,8,골드필드,한,암,4세,53.5,박병윤,450,458.8,20.7,국5등급,1300M,20201114,2008-06-18,395527187,4069469,1,0,2,18,3,0.1667,154,184,191,2413,529,0.2192
498,14,11,골드필드,한,암,4세,54,우에다,460(16),20.8,9.9,국5등급,1200M,20201016,2020-04-01,395527187,4069469,1,0,2,17,3,0.1765,0,0,0,5,0,0
499,9,7,골드해머,호,수,6세,51,우에다,509(0),64.9,3.9,2등급,1800M,20210710,2020-04-01,843698016,1261968,1,3,6,16,10,0.625,12,11,17,249,40,0.1606
500,4,8,골드해머,호,수,6세,51,우에다,509,19,4.6,2등급,1800M,20210509,2020-04-01,843698016,1261968,1,3,6,15,10,0.6667,6,8,10,184,24,0.1304
501,3,9,골드해머,호,수,6세,51,우에다,513(0),156.2,4.5,2등급,1400M,20210404,2020-04-01,843698016,1261968,1,3,5,14,9,0.6429,4,6,7,148,17,0.1149
502,7,1,골드해머,호,수,6세,54,송재철,513(10),9999.9,3.2,2등급,1800M,20210122,2013-06-01,843698016,1261968,1,3,5,13,9,0.6923,190,225,231,2590,646,0.2494
503,6,1,골드해머,호,수,5세,54,우에다,503(-13),147.8,4.8,2등급,1400M,20201205,2020-04-01,843698016,1261968,1,3,5,12,9,0.75,2,3,2,69,7,0.1014
504,13,4,골드해머,호,수,5세,54,박현우,516(20),7.5,4,2등급,1200M,20201016,2012-06-07,843698016,1261968,1,3,5,11,9,0.8182,100,92,96,1511,288,0.1906
505,10,8,골든게이트,한,거,7세,51,김아현,479,9999.9,9999.9,1등급,1200M,20210115,2020-07-17,530973702,10520000,7,5,3,30,15,0.5,5,9,9,136,23,0.1691
506,11,14,골든게이트,한,거,6세,51,김아현,480(8),9999.9,9999.9,1등급,1400M,20201023,2020-07-17,530973702,10520000,7,5,3,29,15,0.5172,1,7,5,73,13,0.1781
507,11,9,골든럭키,한,암,3세,54,문성혁,463,110.3,25.5,국6등급,1300M,20220821,2018-06-15,2069649191,0,0,0,0,1,0,0,80,77,88,981,245,0.2497
508,6,6,골든배지,한,암,5세,52,이동하,436(-14),35.5,3.1,국4등급,1800M,20220521,2016-06-18,132973191,51938654,0,5,2,17,7,0.4118,112,133,147,1475,392,0.2658
509,5,6,골든배지,한,암,5세,*52,송재철,450(6),59.2,8.7,국4등급,1700M,20220430,2013-06-01,132973191,51938654,0,5,2,16,7,0.4375,252,289,287,3173,828,0.261
510,7,1,골든배지,한,암,5세,*52,김용근,444,15.8,2.9,국4등급,1400M,20220327,2005-05-04,132973191,51938654,0,5,2,15,7,0.4667,815,677,583,5232,2075,0.3966
511,6,9,골든배지,한,암,5세,*52,김용근,446,21.3,6.1,국4등급,1700M,20220227,2005-05-04,132973191,51938654,0,5,2,14,7,0.5,811,671,580,5184,2062,0.3978
512,2,6,골든배지,한,암,5세,55,김용근,450(1),4.6,1.8,국5등급,1700M,20220130,2005-05-04,132973191,51938654,0,4,2,13,6,0.4615,803,667,580,5149,2050,0.3981
513,2,10,골든배지,한,암,4세,53,박재이,449,25.3,4.3,국5등급,1400M,20211226,2015-06-17,132973191,51938654,0,3,2,12,5,0.4167,158,212,218,2174,588,0.2705
514,5,3,골든배지,한,암,4세,54,김용근,451(7),5.7,1.6,국5등급,1700M,20211031,2005-05-04,132973191,51938654,0,3,2,11,5,0.4545,793,660,568,5048,2021,0.4004
515,2,4,골든배지,한,암,4세,52,조상범,444,8.7,2,국5등급,1700M,20210807,2014-06-05,132973191,51938654,0,2,2,10,4,0.4,61,107,113,1357,281,0.2071
516,2,9,골든배지,한,암,4세,54,임기원,445(4),3.6,1.2,국6등급,1400M,20210620,2013-06-19,132973191,51938654,0,1,2,9,3,0.3333,352,267,285,2554,904,0.354
517,4,4,골든배지,한,암,4세,54,임기원,441,3.5,1.6,국6등급,1300M,20210516,2013-06-19,132973191,51938654,0,1,2,8,3,0.375,344,265,283,2525,892,0.3533
518,4,12,골든배지,한,암,4세,55,김동수,449,2.7,1.2,국6등급,1400M,20210411,2014-06-05,132973191,51938654,0,1,2,7,3,0.4286,249,265,288,2709,802,0.2961
519,2,13,골든배지,한,암,4세,55,김동수,450(-11),15.5,4.5,국6등급,1400M,20210314,2014-06-05,132973191,51938654,0,0,2,6,2,0.3333,248,263,285,2686,796,0.2964
520,6,2,골든배지,한,암,4세,55,김동수,461,9999.9,3.2,국6등급,1400M,20210122,2014-06-05,132973191,51938654,0,0,2,5,2,0.4,245,259,284,2642,788,0.2983
521,3,11,골든배지,한,암,3세,54,김동수,464,31.3,1.7,국6등급,1200M,20201205,2014-06-05,132973191,51938654,0,0,1,4,1,0.25,244,258,283,2617,785,0.3
522,8,12,골든배지,한,암,3세,54,송재철,472(3),13.6,6.7,국6등급,1200M,20201023,2013-06-01,132973191,51938654,0,0,1,3,1,0.3333,181,215,223,2506,619,0.247
523,13,7,골든블랙,미,거,6세,52,조상범,536(12),223.2,25.5,2등급,1400M,20210404,2014-06-05,1325252936,0,1,2,2,17,5,0.2941,58,97,102,1225,257,0.2098
524,9,10,골든블랙,미,거,5세,*52,이철경,524(13),56.7,7.8,혼3등급,1400M,20201115,2016-06-18,1325252936,0,1,2,2,16,5,0.3125,63,71,65,813,199,0.2448
525,5,2,골든서비스,미,거,5세,*52,이동하,522(11),16.4,2.3,혼3등급,1800M,20220730,2016-06-18,1333617566,8236660,2,2,2,20,6,0.3,120,146,157,1559,423,0.2713
526,5,2,골든서비스,미,거,5세,*52,먼로,511(8),10.3,2.5,혼3등급,1700M,20220619,2019-02-01,1333617566,8236660,2,2,2,19,6,0.3158,122,147,126,1132,395,0.3489
527,4,7,골든서비스,미,거,5세,56,장추열,503(1),11.4,3.1,혼3등급,1700M,20220514,2010-06-09,1333617566,8236660,2,2,2,18,6,0.3333,344,357,374,3474,1075,0.3094
528,5,10,골든서비스,미,거,5세,56,장추열,502(3),18.8,6.1,혼3등급,1800M,20220402,2010-06-09,1333617566,8236660,2,2,2,17,6,0.3529,339,350,366,3422,1055,0.3083
529,6,9,골든서비스,미,거,5세,*52,조한별,499(2),75.8,22.6,혼3등급,1800M,20220319,2013-06-01,1333617566,8236660,2,2,2,16,6,0.375,61,108,114,1677,283,0.1688
530,9,11,골든서비스,미,거,5세,51,임다빈,497(-17),88.7,13.8,혼3등급,1800M,20220212,2020-07-17,1333617566,8236660,2,2,2,15,6,0.4,39,40,45,548,124,0.2263
531,12,9,골든서비스,미,거,4세,54,빅투아르,514(0),44.9,9.1,혼3등급,1800M,20211002,2017-07-05,1333617566,8236660,2,2,2,14,6,0.4286,161,169,173,1549,503,0.3247
532,6,1,골든서비스,미,거,4세,52,송재철,514(1),9999.9,19.7,혼3등급,1800M,20210815,2013-06-01,1333617566,8236660,2,2,2,13,6,0.4615,216,254,258,2815,728,0.2586
533,6,5,골든서비스,미,거,4세,53,송재철,513(3),6.5,1.5,혼3등급,1800M,20210627,2013-06-01,1333617566,8236660,2,2,2,12,6,0.5,209,248,250,2753,707,0.2568
534,1,8,골든서비스,미,거,4세,58,송재철,510,2.3,1,혼4등급,1700M,20210516,2013-06-01,1333617566,8236660,1,2,2,11,5,0.4545,204,241,245,2704,690,0.2552
535,1,7,골든서비스,미,거,4세,56,송재철,514(3),4.7,1.3,혼4등급,1800M,20210411,2013-06-01,1333617566,8236660,0,2,2,10,4,0.4,198,234,243,2661,675,0.2537
536,2,9,골든서비스,미,거,4세,55,송재철,511(1),6.7,2.6,혼4등급,1700M,20210221,2013-06-01,1333617566,8236660,0,1,2,9,3,0.3333,193,228,232,2608,653,0.2504
537,4,14,골든서비스,미,거,3세,55,송재철,510(0),9999.9,9999.9,혼4등급,1400M,20201212,2013-06-01,1333617566,8236660,0,1,2,8,3,0.375,187,224,227,2560,638,0.2492
538,2,6,골든서비스,미,거,3세,55,송재철,510(1),4.9,1.5,혼4등급,1400M,20201101,2013-06-01,1333617566,8236660,0,0,2,7,2,0.2857,181,215,224,2509,620,0.2471
539,9,1,골든선더,한,거,3세,52.5,장추열,432(1),41.9,10.7,국5등급,1300M,20220723,2010-06-09,132973191,0,0,2,0,6,2,0.3333,353,369,382,3541,1104,0.3118
540,11,12,골든선더,한,거,3세,53,임다빈,431(2),11.8,2.9,국5등급,1200M,20220619,2020-07-17,132973191,0,0,2,0,5,2,0.4,54,57,56,727,167,0.2297
541,12,2,골든선더,한,거,3세,55,임다빈,429(12),7.5,2.4,국5등급,1200M,20220522,2020-07-17,132973191,0,0,2,0,4,2,0.5,51,51,55,680,157,0.2309
542,9,6,골든선더,한,거,3세,53.5,임다빈,417,5.2,2.2,국5등급,1200M,20220416,2020-07-17,132973191,0,0,2,0,3,2,0.6667,47,46,53,627,146,0.2329
543,2,3,골든선더,한,거,3세,56,임다빈,426,1.9,1.2,국6등급,1200M,20220313,2020-07-17,132973191,0,0,1,0,2,1,0.5,43,42,51,600,136,0.2267
544,2,8,골든선더,한,거,3세,55,임다빈,431(-15),15.6,2.6,국6등급,1200M,20220213,2020-07-17,132973191,0,0,0,0,1,0,0,39,40,45,549,124,0.2259
545,7,9,골든선더,한,거,2세,54,임다빈,446,71.7,19.2,국6등급,1000M,20211127,2020-07-17,132973191,0,0,0,0,0,0,0,34,33,38,448,105,0.2344
546,11,7,골든스쿠프,한,암,3세,*52,이혁,471(7),24,5.4,국5등급,1300M,20220508,2011-08-24,778597007,46441731,0,1,2,7,3,0.4286,385,347,347,4263,1079,0.2531
547,3,10,골든스쿠프,한,암,3세,54,함완식,464,3.4,1.6,국6등급,1200M,20220327,1998-06-15,778597007,46441731,0,1,1,6,2,0.3333,780,796,721,6161,2297,0.3728
548,3,8,골든스쿠프,한,암,3세,54,함완식,465,9.4,2.2,국6등급,1200M,20220220,1998-06-15,778597007,46441731,0,1,0,5,1,0.2,775,795,717,6134,2287,0.3728
549,2,4,골든스쿠프,한,암,3세,54,함완식,473(2),8.2,2.2,국6등급,1200M,20220122,1998-06-15,778597007,46441731,0,0,0,4,0,0,775,788,713,6107,2276,0.3727
550,5,2,골든스쿠프,한,암,2세,53,김동수,471(0),39,5.7,국6등급,1200M,20211211,2014-06-05,778597007,46441731,0,0,0,3,0,0,263,281,303,2903,847,0.2918
551,6,3,골든스쿠프,한,암,2세,53,김동수,471(-13),277.4,15.5,국6등급,1000M,20211030,2014-06-05,778597007,46441731,0,0,0,2,0,0,259,276,302,2864,837,0.2922
552,9,3,골든스쿠프,한,암,2세,53,박을운,484,120,19.7,국6등급,1000M,20210919,1998-06-15,778597007,46441731,0,0,0,1,0,0,428,415,360,3617,1203,0.3326
553,14,11,골든스타,한,수,4세,53.5,김아현,462(-15),338.9,52.7,국6등급,1200M,20220212,2020-07-17,3588156497,148460000,0,0,0,3,0,0,11,26,30,414,67,0.1618
554,12,1,골든스타,한,수,3세,56,김귀배,477(-21),87.7,35.4,국6등급,1300M,20211218,1979-04-11,3588156497,148460000,0,0,0,2,0,0,323,324,382,4495,1029,0.2289
555,11,8,골든스타,한,수,3세,52,김태희,498(14),58.2,17,국6등급,1200M,20211114,2021-07-14,3588156497,148460000,0,0,0,1,0,0,5,7,8,96,20,0.2083
556,11,6,골든스타,한,수,3세,56,김정준,484(-18),330,96.4,국6등급,1200M,20211016,2010-06-09,3588156497,148460000,0,0,0,0,0,0,161,209,211,2715,581,0.214
557,12,8,골든스피드,한,암,3세,54,박을운,471,271.4,20.7,국6등급,1200M,20211016,1998-06-15,2069649191,89230000,0,0,0,0,0,0,430,417,363,3631,1210,0.3332
558,8,11,골든아너,한,수,3세,54,김동수,476,13.1,3.7,국5등급,1400M,20220828,2014-06-05,1333617566,668010000,0,2,1,4,3,0.75,280,296,323,3078,899,0.2921
559,2,2,골든아너,한,수,3세,56,문세영,485(24),1.6,1.2,국6등급,1300M,20220731,2001-07-06,1333617566,668010000,0,1,1,3,2,0.6667,1787,1323,1012,8436,4122,0.4886
560,2,6,골든아너,한,수,3세,56,김동수,461,3.3,1.3,국6등급,1200M,20220409,2014-06-05,1333617566,668010000,0,0,1,2,1,0.5,265,288,313,2978,866,0.2908
561,10,8,골든제이,한,암,5세,52.5,김정준,464(2),29.8,2.6,국5등급,1200M,20210515,2010-06-09,319207788,0,1,1,1,14,3,0.2143,152,199,200,2583,551,0.2133
562,4,5,골든제이,한,암,5세,52.5,김정준,462,105,11.8,국5등급,1200M,20210410,2010-06-09,319207788,0,1,1,1,13,3,0.2308,151,194,197,2544,542,0.2131
563,11,6,골든제이,한,암,5세,52.5,방춘식,464,86.6,22.8,국5등급,1200M,20210221,1990-06-01,319207788,0,1,1,1,12,3,0.25,369,374,414,4801,1157,0.241
564,8,8,골든제이,한,암,4세,53.5,방춘식,468,93.8,20.2,국5등급,1200M,20201121,1990-06-01,319207788,0,1,1,1,11,3,0.2727,369,374,414,4787,1157,0.2417
565,10,1,골든제이,한,암,4세,54,이현종,473(4),20.8,9.9,국5등급,1200M,20201016,2015-06-18,319207788,0,1,1,1,10,3,0.3,160,128,140,1234,428,0.3468
566,14,4,골든찬스,한,암,4세,55,조한별,512,43,9.1,국5등급,1400M,20220226,2013-06-01,1826932981,101880000,0,2,1,9,3,0.3333,58,108,112,1653,278,0.1682
567,11,11,골든찬스,한,암,4세,53,이혁,522(8),9.6,2.8,국5등급,1700M,20220109,2011-08-24,1826932981,101880000,0,2,1,8,3,0.375,366,327,336,4114,1029,0.2501
568,4,6,골든찬스,한,암,3세,*52,유승완,514(-14),18.7,3.9,국5등급,1300M,20211106,2007-06-01,1826932981,101880000,0,2,1,7,3,0.4286,399,351,417,4600,1167,0.2537
569,10,9,골든찬스,한,암,3세,*52,정정희,528(13),40.5,10.1,국5등급,1200M,20210918,2014-06-05,1826932981,101880000,0,2,1,6,3,0.5,83,95,107,1513,285,0.1884
570,10,8,골든찬스,한,암,3세,52,김용근,515,16.1,3.3,국5등급,1200M,20210808,2005-05-04,1826932981,101880000,0,2,1,5,3,0.6,779,649,557,4949,1985,0.4011
571,5,11,골든찬스,한,암,3세,52,최범현,516(9),14.2,7.7,국5등급,1200M,20210627,2001-07-06,1826932981,101880000,0,2,1,4,3,0.75,837,777,702,6678,2316,0.3468
572,3,10,골든찬스,한,암,3세,54,조상범,507(-11),1.4,1.2,국6등급,1200M,20210522,2014-06-05,1826932981,101880000,0,2,0,3,2,0.6667,60,100,106,1279,266,0.208
573,2,4,골든찬스,한,암,3세,55,조상범,518(6),1.6,1,국6등급,1200M,20210417,2014-06-05,1826932981,101880000,0,1,0,2,1,0.5,59,97,102,1237,258,0.2086
574,2,7,골든찬스,한,암,3세,54.5,조상범,512,19.8,4,국6등급,1200M,20210307,2014-06-05,1826932981,101880000,0,0,0,1,0,0,57,95,100,1190,252,0.2118
575,4,2,골든찬스,한,암,3세,54.5,조상범,517(6),9999.9,9999.9,국6등급,1000M,20210115,2014-06-05,1826932981,101880000,0,0,0,0,0,0,55,93,98,1146,246,0.2147
576,8,4,골든클래스,한,암,2세,53,조상범,471(12),119.5,10.1,국6등급,1000M,20211127,2014-06-05,1455724881,0,0,0,0,1,0,0,62,115,118,1455,295,0.2027
577,9,10,골든클래스,한,암,2세,53,유승완,459(6),29.3,6.5,국6등급,1000M,20211002,2007-06-01,1455724881,0,0,0,0,0,0,0,393,346,415,4547,1154,0.2538
578,1,1,골든파워,한,암,3세,55,최시대,495(-17),2.1,1.1,국OPEN,2000M,20220604,2007-05-18,971576822,57703152,4,0,3,11,7,0.6364,741,650,584,5573,1975,0.3544
